										link,Name,AltName,id,id2,x1,y1,x2,y2,x3,y3,x3,y4
										http://www.lfu.bayern.de/gdi/dls/daten/gk25/gk25_5835.zip,GK25 5835 Stadtsteinach,GK25 5835 Stadtsteinach,5835,5835,362,84, 362,103, 341,103, 341,84
										http://www.lfu.bayern.de/gdi/dls/daten/gk25/gk25_5836.zip,GK25 5836 Münchberg,GK25 5836 Münchberg,5836,5836,382,84, 382,104, 362,103, 362,84
										http://www.lfu.bayern.de/gdi/dls/daten/gk25/gk25_5837.zip,GK25 5837 Weißenstadt,GK25 5837 Weißenstadt,5837,5837,403,84, 403,104, 382,104, 382,84
										http://www.lfu.bayern.de/gdi/dls/daten/gk25/gk25_5838_5839.zip,GK25 5838/5839 Selb/Schönberg,GK25 5838/5839 Selb/Schönberg,5838_5839,5838_5839,423,104, 403,104, 403,84, 423,84, 444,84, 444,103
										http://www.lfu.bayern.de/gdi/dls/daten/gk25/gk25_5920.zip,GK25 5920 Alzenau i.UFr.,GK25 5920 Alzenau i.UFr.,5920,5920,52,97, 52,116, 31,115, 32,96
										http://www.lfu.bayern.de/gdi/dls/daten/gk25/gk25_5921.zip,GK25 5921 Schöllkrippen,GK25 5921 Schöllkrippen,5921,5921,73,98, 72,117, 52,116, 52,97
										http://www.lfu.bayern.de/gdi/dls/daten/gk25/gk25_5922.zip,GK25 5922 Frammersbach,GK25 5922 Frammersbach,5922,5922,94,98, 93,118, 72,117, 73,98
										http://www.lfu.bayern.de/gdi/dls/daten/gk25/gk25_5923.zip,GK25 5923 Rieneck,GK25 5923 Rieneck,5923,5923,114,99, 114,118, 93,118, 94,98
										http://www.lfu.bayern.de/gdi/dls/daten/gk25/gk25_5924.zip,GK25 5924 Gemünden a.Main,GK25 5924 Gemünden a.Main,5924,5924,135,100, 134,119, 114,118, 114,99
										http://www.lfu.bayern.de/gdi/dls/daten/gk25/gk25_5926.zip,GK25 5926 Geldersheim,GK25 5926 Geldersheim,5926,5926,176,101, 176,120, 155,119, 156,100
